Python,Java,C++,JavaScript,SQL,DataAnalysis,GraphicDesign,UIUX,VideoEditing,Animation,Photography,Communication,Management,Marketing,Sales,ProblemSolving,CriticalThinking,Leadership,Teamwork,Creativity,Math,Science,Computer,English,Business,Economics,Accounts,Arts,Psychology,Interest,EducationLevel,SalaryPreference,WorkPreference,Target
2,3,4,1,0,5,5,2,0,5,2,4,3,2,2,1,1,0,1,4,0,0,1,0,1,0,0,0,0,Business,4,1,2,Business Analyst
3,1,1,3,2,2,0,3,2,1,1,4,3,3,5,0,4,4,4,3,0,0,0,0,1,0,0,0,0,Business,2,2,0,Sales Manager
0,4,1,5,3,0,4,4,2,0,2,5,3,2,0,5,3,1,4,5,0,0,0,0,0,0,0,1,0,Creative,5,2,2,UX/UI Designer
0,0,4,0,2,4,3,0,4,2,2,5,1,3,3,3,1,4,4,0,0,0,0,1,0,0,0,0,0,Education,3,2,0,Teacher
5,1,5,1,5,2,2,4,5,1,4,0,3,4,3,0,1,1,4,3,0,0,0,0,0,0,0,0,0,Creative,3,0,0,Video Editor
3,0,4,5,5,0,2,1,3,4,0,2,3,0,4,4,0,1,4,0,1,0,1,0,0,0,0,0,0,Technology,4,0,2,Game Developer
2,3,5,2,1,1,2,3,4,4,3,5,1,4,4,4,0,1,0,1,1,0,1,0,0,0,0,0,0,Technology,2,2,2,Game Developer
3,3,2,1,4,5,4,5,4,2,2,5,0,3,2,2,5,4,3,5,0,0,0,0,0,0,0,1,0,Creative,2,1,1,Graphic Designer
5,1,3,2,4,5,2,1,2,0,5,1,1,1,1,0,2,4,5,1,1,1,0,0,0,0,0,0,0,Technology,3,0,2,Data Scientist
4,5,5,5,5,0,2,4,2,1,5,0,1,3,4,2,4,5,3,5,0,0,1,0,0,0,0,0,0,Technology,3,0,2,Database Administrator
2,3,3,5,1,4,2,5,4,1,3,4,4,4,2,5,2,5,1,2,0,0,0,0,1,0,0,0,0,Business,5,2,0,Project Manager
5,5,4,2,5,3,1,4,2,3,2,4,4,3,5,5,1,4,3,3,0,0,0,0,1,0,0,0,0,Business,4,1,1,Project Manager
0,3,3,1,0,3,0,1,3,0,2,5,5,3,1,4,2,5,0,2,0,0,1,0,1,0,0,0,0,Business,2,0,1,Business Analyst
3,2,2,5,4,4,0,2,5,3,5,4,4,3,5,4,5,0,3,5,0,0,0,1,0,0,0,0,0,Creative,5,1,1,Content Writer
4,5,3,2,0,3,2,0,5,2,3,3,4,4,3,4,3,0,2,4,0,0,0,0,0,0,0,0,0,Creative,2,2,1,Video Editor
2,4,3,0,1,4,1,0,5,4,3,5,5,2,4,4,0,3,1,1,0,0,0,0,1,0,0,0,0,Business,2,2,0,Sales Manager
5,1,5,0,1,0,5,4,4,3,5,5,4,5,4,5,2,4,1,4,0,0,0,0,0,0,0,1,0,Creative,2,2,1,UX/UI Designer
3,0,1,2,2,3,2,2,5,4,2,2,2,1,1,2,4,0,4,4,0,0,0,0,0,0,0,0,0,Creative,3,2,1,Video Editor
4,2,2,2,3,5,4,5,4,5,1,5,1,0,4,0,2,2,3,4,0,0,0,0,0,0,0,0,0,Creative,4,2,1,Video Editor
4,4,0,0,4,0,3,2,2,1,0,3,1,3,1,5,4,0,3,5,0,0,1,0,0,0,0,0,0,Technology,5,0,2,Database Administrator
5,4,5,3,3,0,4,3,2,0,1,3,0,0,2,5,3,1,1,1,1,0,1,0,0,0,0,0,0,Technology,3,1,1,Software Engineer
4,0,2,2,0,2,5,5,0,1,3,3,2,1,1,2,1,4,4,5,0,0,0,0,0,0,0,1,0,Creative,4,1,0,Graphic Designer
1,5,1,5,3,4,5,1,4,0,1,5,4,1,1,5,3,4,0,0,0,0,0,0,1,0,0,0,0,Business,4,0,0,Project Manager
2,1,2,5,0,1,4,5,2,1,2,1,2,4,3,4,4,5,4,4,0,0,0,0,0,0,0,1,0,Creative,4,1,0,UX/UI Designer
3,4,5,3,2,1,2,4,5,4,1,4,2,1,1,4,1,5,3,2,1,0,1,0,0,0,0,0,0,Technology,5,0,1,Software Engineer
5,4,4,2,3,0,3,5,4,3,1,4,0,4,1,2,5,3,3,4,0,0,0,0,0,0,0,1,0,Creative,4,0,1,UX/UI Designer
4,5,2,2,5,2,1,5,1,2,5,4,5,1,2,5,2,4,1,1,0,0,0,0,1,0,0,0,0,Business,2,1,0,Project Manager
3,3,3,3,1,4,2,5,2,3,1,3,0,5,3,4,2,1,3,4,1,0,1,0,0,0,0,0,0,Technology,5,1,0,Software Engineer
3,2,0,2,1,0,5,2,2,5,0,5,3,4,3,1,2,5,2,2,0,0,0,0,1,0,0,0,0,Business,3,2,1,Marketing Manager
1,1,1,3,1,4,3,0,2,2,2,4,3,0,0,2,5,5,0,5,1,0,0,0,0,1,1,0,0,Finance,5,1,2,Financial Analyst
0,5,5,4,2,0,3,5,5,1,5,2,5,3,0,0,2,5,3,5,0,0,0,0,0,0,0,1,0,Creative,2,0,1,UX/UI Designer
1,4,5,3,4,3,3,5,3,2,2,4,3,3,4,4,4,5,1,5,0,0,0,0,0,0,0,1,0,Creative,2,2,1,UX/UI Designer
4,2,4,3,5,3,5,2,5,4,5,5,4,1,1,4,0,4,0,4,0,0,0,1,0,0,0,0,0,Education,4,2,2,Teacher
5,0,5,4,2,0,2,3,2,0,3,5,1,4,1,4,3,5,1,0,0,0,0,0,1,0,0,0,0,Business,4,0,2,Marketing Manager
4,0,4,0,3,0,4,1,5,5,1,5,2,5,4,3,2,3,3,4,0,0,0,1,0,0,0,0,0,Creative,4,0,2,Content Writer
3,1,1,2,4,2,5,0,1,3,5,5,0,1,3,3,1,3,2,5,0,0,1,0,0,0,0,0,0,Technology,4,1,0,Database Administrator
4,2,2,4,5,4,5,4,4,2,1,2,0,0,3,3,2,0,5,0,1,1,0,0,0,0,0,0,0,Technology,2,2,0,Data Scientist
1,0,1,3,0,3,4,0,3,4,4,3,3,4,4,2,0,4,0,5,0,0,0,0,0,0,0,1,0,Creative,2,1,2,Graphic Designer
5,5,4,0,5,1,0,2,4,5,5,4,1,1,0,5,3,4,2,5,0,0,0,1,0,0,0,0,0,Creative,2,0,0,Content Writer
0,2,0,1,4,2,2,2,5,4,3,1,4,3,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,Creative,4,1,2,Video Editor
5,4,3,4,3,4,4,5,4,5,2,3,3,2,2,0,0,3,3,4,0,0,0,0,0,0,0,1,0,Creative,3,0,0,UX/UI Designer
0,2,2,4,3,5,5,2,4,0,1,3,2,3,4,5,3,3,1,4,0,0,0,0,0,0,0,1,0,Creative,2,0,2,Graphic Designer
1,0,2,1,0,3,2,2,0,2,1,5,4,3,5,4,0,4,4,2,0,0,0,1,0,0,0,0,0,Education,5,1,2,Teacher
1,4,4,1,0,1,2,3,5,1,4,5,3,0,5,1,1,5,1,4,0,0,0,0,1,0,0,0,0,Business,4,2,1,Sales Manager
0,5,5,5,5,0,5,1,1,2,0,5,5,0,1,4,1,4,5,5,0,0,0,0,0,0,0,1,0,Creative,3,1,0,Graphic Designer
1,2,4,3,2,3,5,5,0,4,4,4,4,0,4,2,2,5,3,5,0,0,0,0,0,0,0,1,0,Creative,4,1,0,UX/UI Designer
3,0,1,1,2,3,4,2,4,3,2,5,4,3,5,4,3,2,2,5,0,0,0,0,1,0,0,0,0,Business,4,0,2,Sales Manager
5,2,2,1,0,5,4,2,3,0,0,5,5,5,4,3,0,0,3,5,0,0,1,0,1,0,0,0,0,Business,2,2,1,Business Analyst
4,5,5,1,0,0,4,0,0,3,1,1,1,0,5,5,3,0,2,3,1,0,1,0,0,0,0,0,0,Technology,5,2,0,Game Developer
5,0,0,4,5,5,0,1,4,0,4,2,1,3,4,5,2,5,5,4,0,0,0,0,0,0,0,0,0,Creative,3,0,2,Video Editor
4,3,0,2,4,5,1,5,5,4,0,1,3,3,0,0,3,0,3,5,1,1,0,0,0,0,0,0,0,Technology,4,0,2,Data Scientist
5,0,4,0,5,5,3,2,3,1,5,5,5,0,5,3,1,3,3,5,0,0,0,1,0,0,0,0,0,Education,5,0,1,Teacher
2,0,5,2,4,4,4,4,3,3,3,5,4,5,4,3,3,5,4,5,0,0,0,0,1,0,0,0,0,Business,4,1,2,Sales Manager
2,3,3,2,4,1,4,3,3,3,4,1,0,1,5,3,2,2,0,1,0,0,1,0,0,0,0,0,0,Technology,4,1,0,Database Administrator
5,5,4,3,4,0,5,0,5,5,0,3,1,1,5,2,0,4,3,5,0,0,0,0,0,0,0,1,0,Creative,2,2,0,Graphic Designer
3,5,3,4,2,4,3,1,0,0,4,2,4,5,3,4,2,3,0,1,1,0,1,0,0,0,0,0,0,Technology,3,1,2,Software Engineer
3,4,4,0,5,0,2,4,2,4,3,0,5,4,4,5,3,5,5,3,1,0,1,0,0,0,0,0,0,Technology,3,2,1,Game Developer
4,3,5,2,1,5,4,4,5,4,4,4,1,1,0,3,1,5,0,0,0,0,0,1,0,0,0,0,0,Education,5,1,2,Teacher
2,1,3,5,4,4,3,1,4,2,2,4,3,0,5,4,0,2,1,1,0,0,1,0,0,0,0,0,0,Technology,3,1,0,Database Administrator
3,3,1,5,5,4,1,3,1,2,5,5,3,4,1,5,2,5,3,2,0,0,1,0,0,0,0,0,0,Technology,5,1,0,Database Administrator
2,5,3,1,5,5,3,2,1,5,3,5,2,3,3,3,2,3,5,4,0,0,1,0,0,0,0,0,0,Technology,3,2,1,Database Administrator
3,2,0,5,5,2,3,1,4,5,5,5,5,5,4,3,4,3,2,0,0,0,1,0,0,0,0,0,0,Technology,2,0,0,Database Administrator
0,4,2,2,4,5,1,2,0,4,3,4,5,4,3,0,4,5,0,0,0,0,0,0,1,0,0,0,0,Business,4,2,1,Marketing Manager
4,5,4,0,4,5,0,0,5,5,0,5,2,4,3,3,0,5,3,2,0,0,0,1,0,0,0,0,1,Education,3,2,2,Teacher
3,4,5,5,5,3,3,5,2,5,3,1,5,4,1,4,1,2,0,2,1,0,1,0,0,0,0,0,0,Technology,4,1,2,Game Developer
4,1,4,2,2,0,0,2,2,2,2,2,1,5,3,4,2,5,2,0,1,0,1,0,0,0,0,0,0,Technology,4,2,1,Game Developer
5,1,3,0,2,0,2,0,1,2,1,5,5,0,5,3,5,1,2,5,0,0,0,0,1,0,0,0,0,Business,3,1,1,Sales Manager
3,2,2,4,5,5,2,2,5,0,1,0,2,5,1,0,0,3,1,5,0,0,0,0,0,0,0,0,0,Creative,4,2,2,Video Editor
5,4,5,1,1,2,4,0,5,5,3,5,4,5,2,4,1,3,3,1,0,0,0,0,1,0,0,0,0,Business,2,1,1,Marketing Manager
4,4,2,5,2,2,3,5,2,2,2,5,1,4,2,1,3,0,2,5,0,0,0,1,0,0,0,0,0,Creative,4,0,0,Content Writer
3,3,3,4,4,4,5,3,4,2,3,5,2,2,1,4,0,2,3,5,0,0,0,0,0,0,0,1,0,Creative,5,2,2,Graphic Designer
3,2,0,5,3,2,3,3,2,4,1,4,4,5,5,5,0,1,1,5,0,0,0,1,0,0,0,0,0,Creative,2,1,1,Content Writer
0,3,3,3,5,5,4,3,0,2,3,0,0,0,4,1,3,0,0,5,0,0,0,0,0,0,0,1,0,Creative,4,0,2,Graphic Designer
5,3,2,2,5,0,2,2,5,4,1,2,5,3,5,5,4,3,4,1,0,0,1,0,0,0,0,0,0,Technology,2,2,2,Database Administrator
0,2,1,5,0,3,3,2,1,1,5,0,3,1,0,5,4,3,0,4,1,0,0,0,0,1,1,0,0,Finance,2,2,2,Financial Analyst
3,2,3,3,3,1,5,4,3,5,5,3,5,3,5,2,4,1,3,4,0,0,0,0,0,0,0,1,0,Creative,2,0,1,UX/UI Designer
0,2,4,3,4,2,0,4,5,3,4,1,3,5,3,5,4,1,0,3,0,0,0,0,0,0,0,0,0,Creative,4,2,1,Video Editor
1,4,2,2,0,4,1,5,5,1,4,0,1,2,3,0,3,0,1,3,0,0,0,0,0,0,0,0,0,Creative,2,2,2,Video Editor
1,2,2,1,4,3,3,5,5,5,2,2,4,3,0,1,3,3,1,5,0,0,0,0,0,0,0,1,0,Creative,3,1,0,UX/UI Designer
3,3,1,4,3,2,1,2,3,3,4,1,5,3,4,4,5,3,2,0,1,0,1,0,0,0,0,0,0,Technology,5,1,1,Software Engineer
2,2,4,1,0,2,2,5,2,2,3,2,5,0,0,5,0,3,1,2,1,0,1,0,0,0,0,0,0,Technology,5,0,2,Game Developer
2,0,0,4,5,5,2,4,2,1,0,4,5,5,0,5,4,3,5,4,0,0,0,1,0,0,0,0,0,Education,3,1,0,Teacher
3,0,4,5,5,2,2,1,4,4,5,2,2,4,2,5,0,3,3,1,1,0,1,0,0,0,0,0,0,Technology,2,1,0,Game Developer
4,0,1,5,1,0,3,4,4,5,4,4,5,4,2,3,2,4,0,5,0,0,0,0,1,0,0,0,0,Business,3,2,0,Marketing Manager
3,3,1,2,5,2,0,2,5,4,5,5,5,2,4,1,0,0,0,4,0,0,0,0,1,0,0,0,0,Business,3,0,1,Sales Manager
5,0,3,3,5,4,1,2,4,0,2,5,5,1,2,4,5,3,4,4,0,0,0,0,1,0,0,0,1,Social,5,2,1,HR Manager
2,2,3,2,4,3,0,5,0,1,4,0,1,3,3,3,3,0,3,1,0,0,1,0,0,0,0,0,0,Technology,4,2,1,Database Administrator
4,2,4,4,1,1,0,3,0,5,0,4,0,5,5,3,0,5,0,1,0,0,0,0,1,0,0,0,0,Business,4,2,0,Marketing Manager
5,0,0,5,5,4,2,4,4,5,1,5,3,2,4,4,1,2,2,0,1,1,0,0,0,0,0,0,0,Technology,3,1,2,Data Scientist
3,2,4,3,5,2,3,2,4,2,2,5,0,5,3,5,1,3,4,5,0,0,0,1,0,0,0,0,0,Education,5,1,2,Teacher
5,5,1,1,2,4,5,5,1,3,0,4,5,3,3,4,3,4,0,5,0,0,0,0,0,0,0,1,0,Creative,5,0,2,Graphic Designer
1,3,1,1,3,1,0,3,4,3,4,5,4,2,4,1,2,0,5,2,0,0,0,0,1,0,0,0,1,Social,3,0,2,HR Manager
2,4,5,0,0,1,2,1,0,3,5,4,4,3,4,4,4,5,5,1,1,0,1,0,0,0,0,0,0,Technology,5,1,2,Game Developer
5,0,2,5,2,3,5,3,0,3,4,5,5,4,1,3,1,3,2,4,0,0,0,0,1,0,0,0,0,Business,4,1,0,Marketing Manager
5,0,1,3,1,1,4,0,0,5,2,4,5,2,4,4,1,4,4,1,0,0,0,0,1,0,0,0,0,Business,5,0,1,Project Manager
2,2,4,3,4,1,3,4,3,5,0,5,5,2,0,4,5,2,2,5,1,0,1,0,0,0,0,0,0,Technology,2,2,1,Game Developer
5,4,4,5,1,3,5,3,3,3,2,4,2,4,1,5,4,1,4,4,0,0,0,0,0,0,0,1,0,Creative,2,1,0,Graphic Designer
4,0,4,0,4,4,0,5,4,1,3,3,1,2,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,Technology,4,0,1,Data Scientist
0,0,0,1,2,3,4,4,0,1,3,2,2,5,3,4,2,3,5,4,0,0,0,0,0,0,0,1,0,Creative,3,2,2,UX/UI Designer
1,2,4,1,0,5,1,0,5,0,2,3,0,5,4,0,1,4,2,4,0,0,0,0,0,0,0,0,0,Creative,2,1,0,Video Editor
3,4,3,2,5,1,3,5,5,1,3,2,4,1,2,5,3,5,2,2,0,0,0,0,1,0,0,0,0,Business,4,1,0,Project Manager
4,0,0,2,0,1,3,5,3,2,3,5,5,1,4,3,2,2,4,0,0,0,0,0,1,0,0,0,1,Social,3,0,1,HR Manager
5,3,0,0,5,5,1,5,1,3,2,4,0,3,1,4,4,1,1,0,1,1,0,0,0,0,0,0,0,Technology,3,2,1,Data Scientist
4,0,0,4,1,1,4,4,0,2,5,2,1,5,4,3,0,3,1,4,0,0,0,0,0,0,0,1,0,Creative,5,2,2,UX/UI Designer
3,1,0,0,4,4,0,3,5,0,2,4,3,5,0,3,1,1,2,0,0,0,1,0,1,0,0,0,0,Business,5,1,0,Business Analyst
3,3,1,3,5,5,0,5,5,3,5,4,5,3,5,2,2,2,0,5,0,0,1,0,1,0,0,0,0,Business,3,1,1,Business Analyst
4,4,5,4,3,2,3,0,3,3,1,5,1,4,3,5,3,3,4,3,1,0,1,0,0,0,0,0,0,Technology,4,2,0,Software Engineer
1,2,5,1,3,4,4,1,0,3,3,5,2,2,2,4,0,3,3,2,0,0,0,1,0,0,0,0,1,Education,5,0,2,Teacher
4,4,4,2,0,0,1,2,0,2,5,2,3,0,2,5,2,3,5,3,1,0,1,0,0,0,0,0,0,Technology,2,1,1,Game Developer
1,0,4,2,0,5,4,5,4,3,0,1,3,4,2,0,4,4,2,5,0,0,0,0,0,0,0,1,0,Creative,4,2,1,UX/UI Designer
2,3,5,2,4,0,0,3,0,2,4,2,5,2,1,4,5,3,1,2,1,0,1,0,0,0,0,0,0,Technology,2,1,1,Game Developer
0,5,1,4,4,5,1,1,0,5,5,5,4,5,4,0,0,5,3,3,0,0,0,0,1,0,0,0,0,Business,3,0,2,Sales Manager
3,0,5,2,5,2,2,2,4,3,3,4,3,5,2,5,1,4,2,3,0,0,0,0,1,0,0,0,0,Business,3,1,0,Marketing Manager
5,3,5,0,2,0,5,5,5,1,0,0,1,4,5,2,2,2,3,4,0,0,0,0,0,0,0,1,0,Creative,2,1,0,UX/UI Designer
2,2,3,1,5,0,4,0,3,2,5,4,1,4,3,0,4,4,5,1,0,0,0,0,1,0,0,0,0,Business,4,1,0,Marketing Manager
0,5,3,5,3,4,1,0,5,5,5,0,5,5,5,4,0,4,4,2,0,0,0,0,1,0,0,0,0,Business,4,1,2,Project Manager
1,2,2,0,0,3,5,2,0,3,4,5,4,2,2,0,5,3,1,0,0,0,1,0,1,0,0,0,0,Business,4,1,1,Business Analyst
5,1,0,1,1,3,5,4,5,3,3,1,4,4,4,4,4,4,3,0,0,0,0,0,1,0,0,0,0,Business,4,0,2,Project Manager
1,0,2,4,3,5,3,5,2,5,3,5,4,5,2,3,1,3,1,2,0,0,0,1,0,0,0,0,0,Education,2,0,1,Teacher
1,5,4,3,0,2,5,5,3,1,2,1,1,1,5,2,2,0,5,5,0,0,0,0,0,0,0,1,0,Creative,5,1,0,Graphic Designer
5,0,4,4,5,4,2,1,0,4,0,2,3,4,0,2,2,4,5,5,1,1,0,0,0,0,0,0,0,Technology,5,0,2,Data Scientist
2,2,3,2,2,3,4,4,5,5,5,5,3,4,5,3,5,4,3,5,0,0,0,0,1,0,0,0,0,Business,5,0,0,Marketing Manager
0,5,1,2,5,5,3,0,2,3,4,4,5,5,1,1,4,0,0,1,1,0,0,0,0,1,1,0,0,Finance,5,0,1,Financial Analyst
4,5,0,2,4,5,0,2,4,5,4,5,2,1,3,4,1,0,1,4,1,1,0,0,0,0,0,0,0,Technology,4,2,2,Data Scientist
4,3,5,4,2,3,3,4,5,3,1,0,5,0,3,5,5,4,1,1,0,0,0,0,1,0,0,0,0,Business,2,1,1,Project Manager
0,2,1,1,0,5,2,0,3,0,4,4,2,1,1,3,3,1,1,4,0,0,0,1,0,0,0,0,0,Creative,5,0,0,Content Writer
0,2,2,5,5,2,5,0,0,4,5,3,4,0,0,4,1,5,5,4,0,0,0,0,1,0,0,0,0,Business,2,1,2,Project Manager
1,2,2,2,3,0,4,0,5,5,4,4,4,0,1,2,4,0,5,2,0,0,0,0,1,0,0,0,1,Social,2,1,1,HR Manager
3,5,0,0,0,1,4,0,5,3,3,4,5,5,4,0,5,3,5,5,0,0,0,0,1,0,0,0,0,Business,5,2,2,Sales Manager
2,0,4,1,5,4,2,2,2,1,3,5,1,5,4,5,5,1,5,4,0,0,0,1,0,0,0,0,0,Creative,2,0,0,Content Writer
5,5,0,4,5,2,2,2,5,3,4,2,5,2,4,5,4,5,5,5,0,0,0,0,1,0,0,0,0,Business,5,0,1,Project Manager
3,2,5,1,5,0,4,4,0,3,2,2,0,3,5,5,5,4,4,4,1,0,1,0,0,0,0,0,0,Technology,5,0,2,Game Developer
1,3,4,3,0,3,5,5,0,3,2,2,3,2,1,4,0,1,4,4,0,0,0,0,0,0,0,1,0,Creative,2,1,0,UX/UI Designer
1,2,1,5,5,0,0,4,2,2,2,4,5,1,1,0,0,1,1,5,0,0,0,1,0,0,0,0,0,Creative,5,2,1,Content Writer
3,3,0,1,0,3,1,3,5,1,3,5,4,1,5,5,3,4,5,1,0,0,0,0,1,0,0,0,0,Business,2,0,0,Sales Manager
3,4,4,2,0,3,1,0,5,1,5,5,2,2,4,1,0,4,2,4,0,0,0,1,0,0,0,0,0,Creative,5,1,2,Content Writer
4,1,0,4,3,4,1,4,3,3,0,0,0,2,0,1,5,2,0,4,1,0,0,0,0,1,1,0,0,Finance,4,2,2,Financial Analyst
5,4,5,1,3,5,5,5,0,2,4,5,4,4,1,2,1,0,3,1,1,1,0,0,0,0,0,0,0,Technology,2,0,1,Data Scientist
1,0,5,5,3,5,0,2,4,0,1,4,1,1,5,3,4,2,2,5,0,0,0,1,0,0,0,0,0,Creative,3,2,2,Content Writer
4,3,3,0,1,4,1,0,4,3,2,2,5,2,2,5,5,2,5,5,1,0,0,0,0,1,1,0,0,Finance,5,2,2,Financial Analyst
4,0,5,2,2,4,2,2,4,0,3,0,5,0,1,5,0,3,5,4,1,0,1,0,0,0,0,0,0,Technology,3,0,1,Game Developer
0,4,3,4,3,5,1,0,4,4,2,4,2,5,4,3,1,4,5,5,0,0,0,1,0,0,0,0,0,Creative,3,0,0,Content Writer
5,4,4,5,0,5,5,5,4,4,1,4,5,1,4,3,1,0,5,1,0,0,0,0,1,0,0,0,1,Social,2,2,2,HR Manager
5,0,1,2,1,5,3,3,4,5,2,4,4,2,3,3,1,5,0,3,0,0,0,1,0,0,0,0,0,Education,3,1,1,Teacher
2,1,4,4,4,5,2,1,5,3,3,5,1,1,1,3,4,2,3,3,1,0,0,0,0,1,1,0,0,Finance,4,2,2,Financial Analyst
4,3,5,4,0,4,2,0,4,3,5,0,4,0,4,5,4,0,2,0,1,0,1,0,0,0,0,0,0,Technology,2,1,0,Software Engineer
3,2,4,1,0,5,5,3,4,4,2,1,3,0,0,5,3,3,5,0,1,0,1,0,0,0,0,0,0,Technology,3,1,0,Game Developer
2,5,2,3,0,5,5,4,1,4,2,0,5,1,4,3,4,2,3,5,0,0,0,0,0,0,0,1,0,Creative,3,2,0,UX/UI Designer
4,2,2,2,3,5,0,5,2,2,3,5,0,0,0,4,1,4,0,3,0,0,0,1,0,0,0,0,0,Education,2,2,2,Teacher
3,4,3,1,5,3,4,4,2,0,3,0,2,2,2,3,1,3,0,4,0,0,0,0,0,0,0,1,0,Creative,2,1,2,Graphic Designer
4,1,2,3,2,3,5,2,5,2,4,3,5,5,2,3,2,5,0,3,0,0,1,0,1,0,0,0,0,Business,2,2,1,Business Analyst
3,2,3,0,4,3,1,1,4,2,0,4,4,4,3,2,0,3,4,3,0,0,0,1,0,0,0,0,0,Creative,4,0,1,Content Writer
2,0,1,5,5,1,4,2,0,4,5,1,5,1,3,5,1,5,4,4,0,0,0,0,1,0,0,0,0,Business,4,2,1,Project Manager
3,3,4,5,2,5,1,1,5,2,0,4,3,4,3,2,0,3,1,1,0,0,0,0,1,0,0,0,0,Business,5,0,0,Marketing Manager
3,2,4,1,3,4,5,1,1,1,4,4,1,1,1,5,2,5,3,2,1,0,1,0,0,0,0,0,0,Technology,5,0,1,Game Developer
1,2,4,2,5,4,4,4,3,3,0,1,4,0,2,0,4,2,5,1,1,0,0,0,0,1,1,0,0,Finance,3,1,1,Financial Analyst
1,0,0,1,0,0,0,0,3,0,1,5,3,0,4,3,2,0,5,4,0,0,0,0,1,0,0,0,0,Business,4,0,2,Sales Manager
4,1,4,0,2,1,0,2,1,4,5,2,4,2,3,4,5,5,3,4,0,0,0,0,1,0,0,0,0,Business,5,2,2,Project Manager
4,0,4,1,2,4,1,3,0,4,5,4,4,1,1,4,5,4,4,4,1,0,0,0,0,1,1,0,0,Finance,4,0,1,Financial Analyst
2,3,4,2,3,5,5,0,1,1,4,5,4,0,3,1,3,0,3,4,0,0,0,1,0,0,0,0,0,Creative,5,2,2,Content Writer
3,5,5,4,1,2,3,5,4,5,1,3,4,1,4,5,5,0,0,3,1,0,1,0,0,0,0,0,0,Technology,5,0,0,Game Developer
2,5,5,2,4,2,1,5,2,5,0,0,4,0,1,2,0,3,1,5,0,0,1,0,0,0,0,0,0,Technology,5,1,2,Database Administrator
2,5,4,2,3,5,5,3,0,3,2,3,5,3,2,4,4,5,0,5,1,0,1,0,0,0,0,0,0,Technology,5,1,0,Game Developer
5,3,1,4,3,0,4,1,1,2,2,5,0,4,0,0,4,2,2,5,0,0,0,1,0,0,0,0,0,Creative,5,1,0,Content Writer
4,2,3,3,5,4,2,1,3,1,2,4,5,0,1,3,1,4,0,5,0,0,1,0,1,0,0,0,0,Business,5,0,0,Business Analyst
5,3,1,1,5,3,3,4,5,5,1,4,1,2,1,1,5,1,2,4,1,0,0,0,0,1,1,0,0,Finance,2,1,1,Financial Analyst
4,0,5,4,4,3,5,5,3,2,5,0,4,4,1,4,0,5,0,5,1,0,1,0,0,0,0,0,0,Technology,4,2,2,Game Developer
4,1,5,1,3,4,2,4,1,5,4,0,2,0,1,2,0,5,4,5,1,1,0,0,0,0,0,0,0,Technology,4,0,0,Data Scientist
5,4,0,4,4,4,2,5,4,4,5,3,5,1,3,0,5,4,3,0,1,0,0,0,0,1,1,0,0,Finance,2,1,1,Financial Analyst
3,2,3,0,2,3,3,1,0,3,2,0,0,3,4,4,4,3,3,1,1,0,0,0,0,1,1,0,0,Finance,5,0,1,Financial Analyst
4,5,4,4,0,1,5,1,0,0,4,1,1,2,5,5,2,2,4,4,0,0,0,0,0,0,0,1,0,Creative,5,1,1,Graphic Designer
1,2,4,0,3,4,5,5,0,5,5,4,4,4,3,3,0,5,1,3,0,0,0,1,0,0,0,0,0,Creative,5,1,1,Content Writer
1,3,3,2,4,3,1,3,2,4,5,5,3,3,1,0,4,4,4,4,0,0,0,0,1,0,0,0,1,Social,2,0,2,HR Manager
5,5,5,3,3,4,1,2,3,0,0,0,0,4,3,5,5,3,3,1,1,0,1,0,0,0,0,0,0,Technology,2,2,1,Software Engineer
3,0,1,5,5,3,2,4,5,0,3,5,4,5,5,0,4,2,1,3,1,0,0,0,0,1,1,0,0,Finance,5,1,1,Financial Analyst
2,4,5,0,3,3,4,5,2,0,0,4,1,3,4,1,2,2,5,4,0,0,0,0,0,0,0,1,0,Creative,5,2,1,UX/UI Designer
5,1,3,2,1,4,5,1,2,4,5,4,5,4,0,3,3,0,2,0,0,0,1,0,1,0,0,0,0,Business,4,2,1,Business Analyst
1,5,3,3,4,5,0,2,0,0,1,5,3,0,4,5,3,2,5,2,0,0,0,0,1,0,0,0,0,Business,5,2,2,Sales Manager
3,0,2,4,5,3,4,1,5,2,2,5,5,3,5,1,3,4,3,0,0,0,0,0,1,0,0,0,0,Business,2,2,0,Sales Manager
5,3,0,4,2,3,0,3,4,1,1,2,3,5,1,5,0,2,4,3,1,0,1,0,0,0,0,0,0,Technology,4,1,1,Software Engineer
2,4,5,1,5,4,3,4,3,2,2,5,5,4,5,4,5,4,3,5,0,0,0,0,0,0,0,1,0,Creative,4,1,2,UX/UI Designer
4,1,2,2,2,5,5,4,2,1,3,2,2,2,3,1,4,2,0,5,1,0,0,0,0,1,1,0,0,Finance,2,2,1,Financial Analyst
1,2,4,3,2,2,2,1,4,2,2,4,3,5,3,4,0,5,4,2,0,0,0,0,1,0,0,0,1,Social,2,2,2,HR Manager
5,4,0,3,0,1,4,3,4,2,4,5,1,3,2,4,5,5,2,4,0,0,0,1,0,0,0,0,1,Education,4,2,2,Teacher
3,2,4,5,2,2,3,1,3,5,3,1,4,1,2,4,0,4,4,2,1,0,1,0,0,0,0,0,0,Technology,4,2,1,Game Developer
